# Table: Deadline
id,dueDate
57,"Specialization 57",Business,"Description for specialization 57"
58,"Specialization 58",Technology,"Description for specialization 58"
59,"Specialization 59",Mathematics,"Description for specialization 59"
60,"Specialization 60",Science,"Description for specialization 60"
61,"Specialization 61",Arts,"Description for specialization 61"
62,"Specialization 62",Business,"Description for specialization 62"
63,"Specialization 63",Technology,"Description for specialization 63"
64,"Specialization 64",Mathematics,"Description for specialization 64"
65,"Specialization 65",Science,"Description for specialization 65"
66,"Specialization 66",Arts,"Description for specialization 66"
67,"Specialization 67",Business,"Description for specialization 67"
68,"Specialization 68",Technology,"Description for specialization 68"
69,"Specialization 69",Mathematics,"Description for specialization 69"
70,"Specialization 70",Science,"Description for specialization 70"
71,"Specialization 71",Arts,"Description for specialization 71"
72,"Specialization 72",Business,"Description for specialization 72"
73,"Specialization 73",Technology,"Description for specialization 73"
74,"Specialization 74",Mathematics,"Description for specialization 74"
75,"Specialization 75",Science,"Description for specialization 75"
76,"Specialization 76",Arts,"Description for specialization 76"
77,"Specialization 77",Business,"Description for specialization 77"
78,"Specialization 78",Technology,"Description for specialization 78"
79,"Specialization 79",Mathematics,"Description for specialization 79"
80,"Specialization 80",Science,"Description for specialization 80"
81,"Specialization 81",Arts,"Description for specialization 81"
82,"Specialization 82",Business,"Description for specialization 82"
83,"Specialization 83",Technology,"Description for specialization 83"
84,"Specialization 84",Mathematics,"Description for specialization 84"
85,"Specialization 85",Science,"Description for specialization 85"
86,"Specialization 86",Arts,"Description for specialization 86"
87,"Specialization 87",Business,"Description for specialization 87"
88,"Specialization 88",Technology,"Description for specialization 88"
89,"Specialization 89",Mathematics,"Description for specialization 89"
90,"Specialization 90",Science,"Description for specialization 90"
91,"Specialization 91",Arts,"Description for specialization 91"
92,"Specialization 92",Business,"Description for specialization 92"
93,"Specialization 93",Technology,"Description for specialization 93"
94,"Specialization 94",Mathematics,"Description for specialization 94"
95,"Specialization 95",Science,"Description for specialization 95"
96,"Specialization 96",Arts,"Description for specialization 96"
97,"Specialization 97",Business,"Description for specialization 97"
98,"Specialization 98",Technology,"Description for specialization 98"
99,"Specialization 99",Mathematics,"Description for specialization 99"
100,"Specialization 100",Science,"Description for specialization 100"

# Table: Subscription
id,name,type,description,charge
1,"Subscription 1",Free,"Description for subscription 1",0
2,"Subscription 2",Paid,"Description for subscription 2",12.20
3,"Subscription 3",Free,"Description for subscription 3",0
4,"Subscription 4",Paid,"Description for subscription 4",56.68
5,"Subscription 5",Free,"Description for subscription 5",0
6,"Subscription 6",Paid,"Description for subscription 6",59.70
7,"Subscription 7",Free,"Description for subscription 7",0
8,"Subscription 8",Paid,"Description for subscription 8",42.77
9,"Subscription 9",Free,"Description for subscription 9",0
10,"Subscription 10",Paid,"Description for subscription 10",84.89
11,"Subscription 11",Free,"Description for subscription 11",0
12,"Subscription 12",Paid,"Description for subscription 12",80.65
13,"Subscription 13",Free,"Description for subscription 13",0
14,"Subscription 14",Paid,"Description for subscription 14",84.96
15,"Subscription 15",Free,"Description for subscription 15",0
16,"Subscription 16",Paid,"Description for subscription 16",77.52
17,"Subscription 17",Free,"Description for subscription 17",0
18,"Subscription 18",Paid,"Description for subscription 18",58.37
19,"Subscription 19",Free,"Description for subscription 19",0
20,"Subscription 20",Paid,"Description for subscription 20",6.91
21,"Subscription 21",Free,"Description for subscription 21",0
22,"Subscription 22",Paid,"Description for subscription 22",69.15
23,"Subscription 23",Free,"Description for subscription 23",0
24,"Subscription 24",Paid,"Description for subscription 24",37.63
25,"Subscription 25",Free,"Description for subscription 25",0
26,"Subscription 26",Paid,"Description for subscription 26",67.00
27,"Subscription 27",Free,"Description for subscription 27",0
28,"Subscription 28",Paid,"Description for subscription 28",16.54
29,"Subscription 29",Free,"Description for subscription 29",0
30,"Subscription 30",Paid,"Description for subscription 30",75.73
31,"Subscription 31",Free,"Description for subscription 31",0
32,"Subscription 32",Paid,"Description for subscription 32",8.34
33,"Subscription 33",Free,"Description for subscription 33",0
34,"Subscription 34",Paid,"Description for subscription 34",54.59
35,"Subscription 35",Free,"Description for subscription 35",0
36,"Subscription 36",Paid,"Description for subscription 36",67.36
37,"Subscription 37",Free,"Description for subscription 37",0
38,"Subscription 38",Paid,"Description for subscription 38",46.54
39,"Subscription 39",Free,"Description for subscription 39",0
40,"Subscription 40",Paid,"Description for subscription 40",56.31
41,"Subscription 41",Free,"Description for subscription 41",0
42,"Subscription 42",Paid,"Description for subscription 42",47.99
43,"Subscription 43",Free,"Description for subscription 43",0
44,"Subscription 44",Paid,"Description for subscription 44",22.28
45,"Subscription 45",Free,"Description for subscription 45",0
46,"Subscription 46",Paid,"Description for subscription 46",19.24
47,"Subscription 47",Free,"Description for subscription 47",0
48,"Subscription 48",Paid,"Description for subscription 48",69.34
49,"Subscription 49",Free,"Description for subscription 49",0
50,"Subscription 50",Paid,"Description for subscription 50",34.57
51,"Subscription 51",Free,"Description for subscription 51",0
52,"Subscription 52",Paid,"Description for subscription 52",54.86
53,"Subscription 53",Free,"Description for subscription 53",0
54,"Subscription 54",Paid,"Description for subscription 54",71.22
55,"Subscription 55",Free,"Description for subscription 55",0
56,"Subscription 56",Paid,"Description for subscription 56",45.91
57,"Subscription 57",Free,"Description for subscription 57",0
58,"Subscription 58",Paid,"Description for subscription 58",40.73
59,"Subscription 59",Free,"Description for subscription 59",0
60,"Subscription 60",Paid,"Description for subscription 60",68.52
61,"Subscription 61",Free,"Description for subscription 61",0
62,"Subscription 62",Paid,"Description for subscription 62",65.02
63,"Subscription 63",Free,"Description for subscription 63",0
64,"Subscription 64",Paid,"Description for subscription 64",12.13
65,"Subscription 65",Free,"Description for subscription 65",0
66,"Subscription 66",Paid,"Description for subscription 66",78.20
67,"Subscription 67",Free,"Description for subscription 67",0
68,"Subscription 68",Paid,"Description for subscription 68",81.93
69,"Subscription 69",Free,"Description for subscription 69",0
70,"Subscription 70",Paid,"Description for subscription 70",50.04
71,"Subscription 71",Free,"Description for subscription 71",0
72,"Subscription 72",Paid,"Description for subscription 72",11.98
73,"Subscription 73",Free,"Description for subscription 73",0
74,"Subscription 74",Paid,"Description for subscription 74",13.75
75,"Subscription 75",Free,"Description for subscription 75",0
76,"Subscription 76",Paid,"Description for subscription 76",49.46
77,"Subscription 77",Free,"Description for subscription 77",0
78,"Subscription 78",Paid,"Description for subscription 78",10.57
79,"Subscription 79",Free,"Description for subscription 79",0
80,"Subscription 80",Paid,"Description for subscription 80",50.56
81,"Subscription 81",Free,"Description for subscription 81",0
82,"Subscription 82",Paid,"Description for subscription 82",42.96
83,"Subscription 83",Free,"Description for subscription 83",0
84,"Subscription 84",Paid,"Description for subscription 84",44.33
85,"Subscription 85",Free,"Description for subscription 85",0
86,"Subscription 86",Paid,"Description for subscription 86",80.28
87,"Subscription 87",Free,"Description for subscription 87",0
88,"Subscription 88",Paid,"Description for subscription 88",24.29
89,"Subscription 89",Free,"Description for subscription 89",0
90,"Subscription 90",Paid,"Description for subscription 90",24.28
91,"Subscription 91",Free,"Description for subscription 91",0
92,"Subscription 92",Paid,"Description for subscription 92",6.54
93,"Subscription 93",Free,"Description for subscription 93",0
94,"Subscription 94",Paid,"Description for subscription 94",45.86
95,"Subscription 95",Free,"Description for subscription 95",0
96,"Subscription 96",Paid,"Description for subscription 96",75.83
97,"Subscription 97",Free,"Description for subscription 97",0
98,"Subscription 98",Paid,"Description for subscription 98",74.87
99,"Subscription 99",Free,"Description for subscription 99",0
100,"Subscription 100",Paid,"Description for subscription 100",65.74

# Table: User
id,name,email
1,"User 1","user1@example.com"
2,"User 2","user2@example.com"
3,"User 3","user3@example.com"
4,"User 4","user4@example.com"
5,"User 5","user5@example.com"
6,"User 6","user6@example.com"
7,"User 7","user7@example.com"
8,"User 8","user8@example.com"
9,"User 9","user9@example.com"
10,"User 10","user10@example.com"
11,"User 11","user11@example.com"
12,"User 12","user12@example.com"
13,"User 13","user13@example.com"
14,"User 14","user14@example.com"
15,"User 15","user15@example.com"
16,"User 16","user16@example.com"
17,"User 17","user17@example.com"
18,"User 18","user18@example.com"
19,"User 19","user19@example.com"
20,"User 20","user20@example.com"
21,"User 21","user21@example.com"
22,"User 22","user22@example.com"
23,"User 23","user23@example.com"
24,"User 24","user24@example.com"
25,"User 25","user25@example.com"
26,"User 26","user26@example.com"
27,"User 27","user27@example.com"
28,"User 28","user28@example.com"
29,"User 29","user29@example.com"
30,"User 30","user30@example.com"
31,"User 31","user31@example.com"
32,"User 32","user32@example.com"
33,"User 33","user33@example.com"
34,"User 34","user34@example.com"
35,"User 35","user35@example.com"
36,"User 36","user36@example.com"
37,"User 37","user37@example.com"
38,"User 38","user38@example.com"
39,"User 39","user39@example.com"
40,"User 40","user40@example.com"
41,"User 41","user41@example.com"
42,"User 42","user42@example.com"
43,"User 43","user43@example.com"
44,"User 44","user44@example.com"
45,"User 45","user45@example.com"
46,"User 46","user46@example.com"
47,"User 47","user47@example.com"
48,"User 48","user48@example.com"
49,"User 49","user49@example.com"
50,"User 50","user50@example.com"
51,"User 51","user51@example.com"
52,"User 52","user52@example.com"
53,"User 53","user53@example.com"
54,"User 54","user54@example.com"
55,"User 55","user55@example.com"
56,"User 56","user56@example.com"
57,"User 57","user57@example.com"
58,"User 58","user58@example.com"
59,"User 59","user59@example.com"
60,"User 60","user60@example.com"
61,"User 61","user61@example.com"
62,"User 62","user62@example.com"
63,"User 63","user63@example.com"
64,"User 64","user64@example.com"
65,"User 65","user65@example.com"
66,"User 66","user66@example.com"
67,"User 67","user67@example.com"
68,"User 68","user68@example.com"
69,"User 69","user69@example.com"
70,"User 70","user70@example.com"
71,"User 71","user71@example.com"
72,"User 72","user72@example.com"
73,"User 73","user73@example.com"
74,"User 74","user74@example.com"
75,"User 75","user75@example.com"
76,"User 76","user76@example.com"
77,"User 77","user77@example.com"
78,"User 78","user78@example.com"
79,"User 79","user79@example.com"
80,"User 80","user80@example.com"
81,"User 81","user81@example.com"
82,"User 82","user82@example.com"
83,"User 83","user83@example.com"
84,"User 84","user84@example.com"
85,"User 85","user85@example.com"
86,"User 86","user86@example.com"
87,"User 87","user87@example.com"
88,"User 88","user88@example.com"
89,"User 89","user89@example.com"
90,"User 90","user90@example.com"
91,"User 91","user91@example.com"
92,"User 92","user92@example.com"
93,"User 93","user93@example.com"
94,"User 94","user94@example.com"
95,"User 95","user95@example.com"
96,"User 96","user96@example.com"
97,"User 97","user97@example.com"
98,"User 98","user98@example.com"
99,"User 99","user99@example.com"
100,"User 100","user100@example.com"
101,"User 101","user101@example.com"
102,"User 102","user102@example.com"
103,"User 103","user103@example.com"
104,"User 104","user104@example.com"
105,"User 105","user105@example.com"
106,"User 106","user106@example.com"
107,"User 107","user107@example.com"
108,"User 108","user108@example.com"
109,"User 109","user109@example.com"
110,"User 110","user110@example.com"
111,"User 111","user111@example.com"
112,"User 112","user112@example.com"
113,"User 113","user113@example.com"
114,"User 114","user114@example.com"
115,"User 115","user115@example.com"
116,"User 116","user116@example.com"
117,"User 117","user117@example.com"
118,"User 118","user118@example.com"
119,"User 119","user119@example.com"
120,"User 120","user120@example.com"
121,"User 121","user121@example.com"
122,"User 122","user122@example.com"
123,"User 123","user123@example.com"
124,"User 124","user124@example.com"
125,"User 125","user125@example.com"
126,"User 126","user126@example.com"
127,"User 127","user127@example.com"
128,"User 128","user128@example.com"
129,"User 129","user129@example.com"
130,"User 130","user130@example.com"
131,"User 131","user131@example.com"
132,"User 132","user132@example.com"
133,"User 133","user133@example.com"
134,"User 134","user134@example.com"
135,"User 135","user135@example.com"
136,"User 136","user136@example.com"
137,"User 137","user137@example.com"
138,"User 138","user138@example.com"
139,"User 139","user139@example.com"
140,"User 140","user140@example.com"
141,"User 141","user141@example.com"
142,"User 142","user142@example.com"
143,"User 143","user143@example.com"
144,"User 144","user144@example.com"
145,"User 145","user145@example.com"
146,"User 146","user146@example.com"
147,"User 147","user147@example.com"
148,"User 148","user148@example.com"
149,"User 149","user149@example.com"
150,"User 150","user150@example.com"

# Table: Instructor
id,name,bio,rating
1,"Instructor 1","Bio for instructor 1",3.83
2,"Instructor 2","Bio for instructor 2",1.82
3,"Instructor 3","Bio for instructor 3",3.85
4,"Instructor 4","Bio for instructor 4",3.37
5,"Instructor 5","Bio for instructor 5",3.62
6,"Instructor 6","Bio for instructor 6",3.95
7,"Instructor 7","Bio for instructor 7",4.27
8,"Instructor 8","Bio for instructor 8",2.86
9,"Instructor 9","Bio for instructor 9",4.45
10,"Instructor 10","Bio for instructor 10",4.83
11,"Instructor 11","Bio for instructor 11",3.09
12,"Instructor 12","Bio for instructor 12",2.62
13,"Instructor 13","Bio for instructor 13",0.10
14,"Instructor 14","Bio for instructor 14",4.94
15,"Instructor 15","Bio for instructor 15",2.66
16,"Instructor 16","Bio for instructor 16",1.44
17,"Instructor 17","Bio for instructor 17",0.55
18,"Instructor 18","Bio for instructor 18",4.77
19,"Instructor 19","Bio for instructor 19",2.37
20,"Instructor 20","Bio for instructor 20",4.24
21,"Instructor 21","Bio for instructor 21",1.47
22,"Instructor 22","Bio for instructor 22",0.40
23,"Instructor 23","Bio for instructor 23",1.70
24,"Instructor 24","Bio for instructor 24",1.83
25,"Instructor 25","Bio for instructor 25",3.67
26,"Instructor 26","Bio for instructor 26",2.44
27,"Instructor 27","Bio for instructor 27",0.77
28,"Instructor 28","Bio for instructor 28",1.59
29,"Instructor 29","Bio for instructor 29",0.22
30,"Instructor 30","Bio for instructor 30",2.20
31,"Instructor 31","Bio for instructor 31",1.89
32,"Instructor 32","Bio for instructor 32",0.36
33,"Instructor 33","Bio for instructor 33",2.16
34,"Instructor 34","Bio for instructor 34",0.42
35,"Instructor 35","Bio for instructor 35",1.29
36,"Instructor 36","Bio for instructor 36",3.49
37,"Instructor 37","Bio for instructor 37",3.35
38,"Instructor 38","Bio for instructor 38",3.50
39,"Instructor 39","Bio for instructor 39",1.71
40,"Instructor 40","Bio for instructor 40",4.79
41,"Instructor 41","Bio for instructor 41",3.60
42,"Instructor 42","Bio for instructor 42",1.38
43,"Instructor 43","Bio for instructor 43",0.81
44,"Instructor 44","Bio for instructor 44",0.99
45,"Instructor 45","Bio for instructor 45",0.91
46,"Instructor 46","Bio for instructor 46",0.82
47,"Instructor 47","Bio for instructor 47",1.79
48,"Instructor 48","Bio for instructor 48",2.28
49,"Instructor 49","Bio for instructor 49",3.01
50,"Instructor 50","Bio for instructor 50",4.12
51,"Instructor 51","Bio for instructor 51",1.81
52,"Instructor 52","Bio for instructor 52",0.55
53,"Instructor 53","Bio for instructor 53",3.64
54,"Instructor 54","Bio for instructor 54",2.45
55,"Instructor 55","Bio for instructor 55",3.63
56,"Instructor 56","Bio for instructor 56",1.20
57,"Instructor 57","Bio for instructor 57",2.12
58,"Instructor 58","Bio for instructor 58",2.91
59,"Instructor 59","Bio for instructor 59",3.71
60,"Instructor 60","Bio for instructor 60",0.52
61,"Instructor 61","Bio for instructor 61",3.19
62,"Instructor 62","Bio for instructor 62",0.68
63,"Instructor 63","Bio for instructor 63",3.39
64,"Instructor 64","Bio for instructor 64",4.84
65,"Instructor 65","Bio for instructor 65",2.64
66,"Instructor 66","Bio for instructor 66",4.83
67,"Instructor 67","Bio for instructor 67",2.49
68,"Instructor 68","Bio for instructor 68",0.91
69,"Instructor 69","Bio for instructor 69",3.92
70,"Instructor 70","Bio for instructor 70",1.47
71,"Instructor 71","Bio for instructor 71",0.73
72,"Instructor 72","Bio for instructor 72",4.97
73,"Instructor 73","Bio for instructor 73",2.42
74,"Instructor 74","Bio for instructor 74",0.53
75,"Instructor 75","Bio for instructor 75",1.08
76,"Instructor 76","Bio for instructor 76",0.78
77,"Instructor 77","Bio for instructor 77",2.93
78,"Instructor 78","Bio for instructor 78",4.36
79,"Instructor 79","Bio for instructor 79",4.49
80,"Instructor 80","Bio for instructor 80",4.64
81,"Instructor 81","Bio for instructor 81",2.32
82,"Instructor 82","Bio for instructor 82",4.32
83,"Instructor 83","Bio for instructor 83",3.06
84,"Instructor 84","Bio for instructor 84",4.43
85,"Instructor 85","Bio for instructor 85",0.13
86,"Instructor 86","Bio for instructor 86",0.93
87,"Instructor 87","Bio for instructor 87",1.62
88,"Instructor 88","Bio for instructor 88",2.80
89,"Instructor 89","Bio for instructor 89",3.40
90,"Instructor 90","Bio for instructor 90",0.59
91,"Instructor 91","Bio for instructor 91",3.29
92,"Instructor 92","Bio for instructor 92",2.55
93,"Instructor 93","Bio for instructor 93",0.46
94,"Instructor 94","Bio for instructor 94",4.55
95,"Instructor 95","Bio for instructor 95",3.96
96,"Instructor 96","Bio for instructor 96",1.02
97,"Instructor 97","Bio for instructor 97",2.63
98,"Instructor 98","Bio for instructor 98",3.49
99,"Instructor 99","Bio for instructor 99",1.10
100,"Instructor 100","Bio for instructor 100",0.74
